Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.02 2400021/2400021     std::_Bit_iterator::operator+=(long) [38]
-----------------------------------------------
                0.04    0.01 1200000/1200000     std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [12]
[11]     7.9    0.04    0.01 1200000         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [11]
                0.00    0.01 1200000/1200000     std::__cxx11::list<int, std::allocator<int> >::list() [59]
                0.00    0.00 1200000/2400030     operator new(unsigned long, void*) [108]
-----------------------------------------------
                0.00    0.05       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [15]
[12]     7.9    0.00    0.05       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [12]
                0.04    0.01 1200000/1200000     void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [11]
                0.00    0.00 1200000/2400000     std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [109]
-----------------------------------------------
                0.00    0.05       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [14]
[13]     7.9    0.00    0.05       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [13]
                0.00    0.05       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [16]
                0.00    0.00       2/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [208]
-----------------------------------------------
                0.00    0.05       2/2           kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[14]     7.9    0.00    0.05       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [14]
                0.00    0.05       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [13]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [239]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [230]
-----------------------------------------------
                0.00    0.05       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [16]
[15]     7.9    0.00    0.05       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [15]
                0.00    0.05       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [12]
-----------------------------------------------
                0.00    0.05       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [13]
[16]     7.9    0.00    0.05       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [16]
                0.00    0.05       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [15]
-----------------------------------------------
                0.00    0.00       1/2400021     kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
                0.03    0.02 2400020/2400021     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [6]
[17]     7.9    0.03    0.02 2400021         std::vector<bool, std::allocator<bool> >::begin() [17]
                0.00    0.02 2400021/2400022     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [46]
-----------------------------------------------
                0.01    0.03  599995/599995      kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[18]     6.7    0.01    0.03  599995         std::vector<int, std::allocator<int> >::~vector() [18]
                0.00    0.03  599995/599995      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [32]
                0.00    0.01  599995/599995      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [76]
                0.00    0.00  599995/1799993     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [113]
-----------------------------------------------
                0.03    0.01 2400020/2400020     std::_Bit_iterator::operator[](long) const [7]
[19]     6.3    0.03    0.01 2400020         std::_Bit_iterator::operator*() const [19]
                0.01    0.00 2400020/2400020     std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [52]
-----------------------------------------------
                0.02    0.00  600000/1200000     dfs(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [8]
                0.02    0.00  600000/1200000     reverseDfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [3]
[20]     6.3    0.04    0.00 1200000         std::__cxx11::list<int, std::allocator<int> >::begin() [20]
                0.00    0.00 1200000/2400040     std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [107]
-----------------------------------------------
                0.01    0.03       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [23]
[21]     5.6    0.01    0.03       2         void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [21]
                0.01    0.02 1200000/1200000     void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [33]
                0.00    0.00 1200000/2400000     std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [109]
-----------------------------------------------
                0.00    0.04       2/2           kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[22]     5.6    0.00    0.04       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [22]
                0.00    0.04       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
                0.00    0.00       2/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [208]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [231]
-----------------------------------------------
                0.00    0.04       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
[23]     5.6    0.00    0.04       2         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [23]
                0.01    0.03       2/2           void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [21]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [22]
[24]     5.6    0.00    0.04       2         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
                0.00    0.04       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [23]
-----------------------------------------------
                0.00    0.01  599995/1199994     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [32]
                0.01    0.01  599999/1199994     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [5]
[25]     5.5    0.01    0.02 1199994         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
                0.01    0.01  599999/604687      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00    4687/3004686     void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [83]
                0.01    0.00  599999/3004686     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [5]
                0.01    0.00 1200000/3004686     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [31]
                0.01    0.00 1200000/3004686     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [47]
[26]     4.8    0.03    0.00 3004686         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [26]
-----------------------------------------------
                0.00    0.03 1199998/1199998     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [9]
[27]     4.8    0.00    0.03 1199998         std::vector<int, std::allocator<int> >::max_size() const [27]
                0.02    0.00 1199998/1199998     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [43]
                0.01    0.00 1199998/1199998     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [62]
-----------------------------------------------
                0.02    0.01  599995/599995      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [29]
[28]     4.8    0.02    0.01  599995         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [28]
                0.01    0.00  599995/599995      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [71]
                0.00    0.00  599995/599996      std::allocator<int>::allocator() [141]
-----------------------------------------------
                0.00    0.03  599995/599995      std::vector<int, std::allocator<int> >::vector() [30]
[29]     4.8    0.00    0.03  599995         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [29]
                0.02    0.01  599995/599995      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [28]
-----------------------------------------------
                0.00    0.03  599995/599995      kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[30]     4.8    0.00    0.03  599995         std::vector<int, std::allocator<int> >::vector() [30]
                0.00    0.03  599995/599995      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [29]
-----------------------------------------------
                0.00    0.00       1/1200000     std::vector<int, std::allocator<int> >::push_back(int const&) [4]
                0.00    0.00    4687/1200000     void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [83]
                0.00    0.01  595313/1200000     std::deque<int, std::allocator<int> >::push_back(int const&) [49]
                0.00    0.01  599999/1200000     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [5]
[31]     4.6    0.00    0.03 1200000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [31]
                0.01    0.01 1200000/1200000     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [47]
                0.01    0.00 1200000/3004686     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [26]
-----------------------------------------------
                0.00    0.03  599995/599995      std::vector<int, std::allocator<int> >::~vector() [18]
[32]     4.3    0.00    0.03  599995         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [32]
                0.00    0.01  599995/1199994     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
                0.00    0.01  599995/599995      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [72]
-----------------------------------------------
                0.01    0.02 1200000/1200000     void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [21]
[33]     4.0    0.01    0.02 1200000         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [33]
                0.00    0.02 1200000/1200000     std::__cxx11::list<int, std::allocator<int> >::~list() [42]
-----------------------------------------------
                0.00    0.00    4688/604687      std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [82]
                0.01    0.01  599999/604687      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
[34]     4.0    0.01    0.01  604687         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [34]
                0.01    0.00  604687/604687      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.01    0.01  600000/600000      std::stack<int, std::deque<int, std::allocator<int> > >::pop() [36]
[35]     3.2    0.01    0.01  600000         std::deque<int, std::allocator<int> >::pop_back() [35]
                0.00    0.01  595313/600000      void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [67]
                0.00    0.00    4687/4687        std::deque<int, std::allocator<int> >::_M_pop_back_aux() [81]
                0.00    0.00  595313/600001      std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [131]
-----------------------------------------------
                0.00    0.02  600000/600000      kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[36]     3.2    0.00    0.02  600000         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [36]
                0.01    0.01  600000/600000      std::deque<int, std::allocator<int> >::pop_back() [35]
-----------------------------------------------
                0.00    0.00       4/2400026     std::_Bit_iterator::_Bit_iterator() [89]
                0.02    0.00 2400022/2400026     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [46]
[37]     3.2    0.02    0.00 2400026         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [37]
-----------------------------------------------
                0.00    0.02 2400021/2400021     std::operator+(std::_Bit_iterator const&, long) [10]
[38]     3.2    0.00    0.02 2400021         std::_Bit_iterator::operator+=(long) [38]
                0.02    0.00 2400021/2400021     std::_Bit_iterator_base::_M_incr(long) [39]
-----------------------------------------------
                0.02    0.00 2400021/2400021     std::_Bit_iterator::operator+=(long) [38]
[39]     3.2    0.02    0.00 2400021         std::_Bit_iterator_base::_M_incr(long) [39]
-----------------------------------------------
                0.01    0.00  600000/1200000     dfs(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [8]
                0.01    0.00  600000/1200000     reverseDfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [3]
[40]     3.2    0.02    0.00 1200000         std::_Bit_reference::operator=(bool) [40]
-----------------------------------------------
                0.01    0.01 1200000/1200000     std::__cxx11::list<int, std::allocator<int> >::~list() [42]
[41]     3.2    0.01    0.01 1200000         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [41]
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [57]
                0.00    0.00 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [121]
-----------------------------------------------
                0.00    0.02 1200000/1200000     void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [33]
[42]     3.2    0.00    0.02 1200000         std::__cxx11::list<int, std::allocator<int> >::~list() [42]
                0.01    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [41]
-----------------------------------------------
                0.02    0.00 1199998/1199998     std::vector<int, std::allocator<int> >::max_size() const [27]
[43]     3.2    0.02    0.00 1199998         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [43]
                0.00    0.00 1199998/1204685     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [116]
                0.00    0.00 1199998/1204688     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.01    0.01  600001/600001      std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [45]
[44]     3.2    0.01    0.01  600001         std::deque<int, std::allocator<int> >::empty() const [44]
                0.01    0.00  600001/600001      std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [65]
-----------------------------------------------
                0.00    0.02  600001/600001      kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[45]     3.2    0.00    0.02  600001         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [45]
                0.01    0.01  600001/600001      std::deque<int, std::allocator<int> >::empty() const [44]
-----------------------------------------------
                0.00    0.00       1/2400022     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [91]
                0.00    0.02 2400021/2400022     std::vector<bool, std::allocator<bool> >::begin() [17]
[46]     3.2    0.00    0.02 2400022         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [46]
                0.02    0.00 2400022/2400026     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [37]
-----------------------------------------------
                0.01    0.01 1200000/1200000     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [31]
[47]     2.7    0.01    0.01 1200000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [47]
                0.01    0.00 1200000/3004686     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [26]
                0.00    0.00 1200000/2400030     operator new(unsigned long, void*) [108]
-----------------------------------------------
                0.01    0.00  604687/604687      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [34]
[48]     2.4    0.01    0.00  604687         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.01  600000/600000      std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [50]
[49]     2.3    0.00    0.01  600000         std::deque<int, std::allocator<int> >::push_back(int const&) [49]
                0.00    0.01  595313/1200000     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [31]
                0.00    0.00    4687/4687        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [83]
-----------------------------------------------
                0.00    0.01  600000/600000      dfs(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [8]
[50]     2.3    0.00    0.01  600000         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [50]
                0.00    0.01  600000/600000      std::deque<int, std::allocator<int> >::push_back(int const&) [49]
-----------------------------------------------
                0.00    0.00      20/2400040     kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
                0.00    0.00 1200010/2400040     dfs(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [8]
                0.00    0.00 1200010/2400040     reverseDfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [3]
[51]     1.6    0.01    0.00 2400040         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [51]
-----------------------------------------------
                0.01    0.00 2400020/2400020     std::_Bit_iterator::operator*() const [19]
[52]     1.6    0.01    0.00 2400020         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [52]
-----------------------------------------------
                0.00    0.00      20/1200040     std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [73]
                0.00    0.00  600010/1200040     dfs(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [8]
                0.00    0.00  600010/1200040     reverseDfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [3]
[53]     1.6    0.01    0.00 1200040         std::__cxx11::list<int, std::allocator<int> >::end() [53]
                0.00    0.00 1200040/2400040     std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [107]
-----------------------------------------------
                0.01    0.00 1200000/1200000     std::allocator<std::_List_node<int> >::~allocator() [55]
[54]     1.6    0.01    0.00 1200000         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [54]
-----------------------------------------------
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [57]
[55]     1.6    0.00    0.01 1200000         std::allocator<std::_List_node<int> >::~allocator() [55]
                0.01    0.00 1200000/1200000     __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [54]
-----------------------------------------------
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [58]
[56]     1.6    0.00    0.01 1200000         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [56]
                0.00    0.01 1200000/1200000     std::__detail::_List_node_header::_List_node_header() [61]
                0.00    0.00 1200000/1200000     std::allocator<std::_List_node<int> >::allocator() [120]
-----------------------------------------------
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [41]
[57]     1.6    0.00    0.01 1200000         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [57]
                0.00    0.01 1200000/1200000     std::allocator<std::_List_node<int> >::~allocator() [55]
-----------------------------------------------
                0.00    0.01 1200000/1200000     std::__cxx11::list<int, std::allocator<int> >::list() [59]
[58]     1.6    0.00    0.01 1200000         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [58]
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [56]
-----------------------------------------------
                0.00    0.01 1200000/1200000     void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [11]
[59]     1.6    0.00    0.01 1200000         std::__cxx11::list<int, std::allocator<int> >::list() [59]
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [58]
-----------------------------------------------
                0.01    0.00 1200000/1200000     std::__detail::_List_node_header::_List_node_header() [61]
[60]     1.6    0.01    0.00 1200000         std::__detail::_List_node_header::_M_init() [60]
-----------------------------------------------
                0.00    0.01 1200000/1200000     std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [56]
[61]     1.6    0.00    0.01 1200000         std::__detail::_List_node_header::_List_node_header() [61]
                0.01    0.00 1200000/1200000     std::__detail::_List_node_header::_M_init() [60]
-----------------------------------------------
                0.01    0.00 1199998/1199998     std::vector<int, std::allocator<int> >::max_size() const [27]
[62]     1.6    0.01    0.00 1199998         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [62]
-----------------------------------------------
                0.01    0.00 1199995/1199995     kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
[63]     1.6    0.01    0.00 1199995         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [63]
                0.00    0.00 2399990/4799986     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [105]
-----------------------------------------------
                0.00    0.00  599995/1199994     kosaraju(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [2]
                0.01    0.00  599999/1199994     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [5]
[64]     1.6    0.01    0.00 1199994         std::vector<int, std::allocator<int> >::begin() [64]
                0.00    0.00 1199994/2399988     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [111]
-----------------------------------------------
                0.01    0.00  600001/600001      std::deque<int, std::allocator<int> >::empty() const [44]
[65]     1.6    0.01    0.00  600001         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [65]
-----------------------------------------------
                0.01    0.00  600000/600000      void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [67]
[66]     1.6    0.01    0.00  600000         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [66]
-----------------------------------------------
                0.00    0.00    4687/600000      std::deque<int, std::allocator<int> >::_M_pop_back_aux() [81]
                0.00    0.01  595313/600000      std::deque<int, std::allocator<int> >::pop_back() [35]
